ID	ENG (Original)	RUS (Dontaz v2.9)	note
0B46635C48BE5FB407828BAA8C96A388	The fire has gone out, but in our minds it still doth burn.	Огонь погас, но в наших умах он ещё пылает.	
F748FAF1410FC87D4B9948B3FA339396	The fire is dangerous.	Огонь опасен.	
7D50861A4CC9F14FC5EC65A2F216F2D4	The fire is ours!	Огонь принадлежит нам!	
480BB3F0430DBF21A0F495BDAC877B9D	The fire longs to be free.	Огонь жаждет свободы.	
093A04624A6E096872CFBEA2E24326A4	The fire, did we snuff it out? Where’s…	Огонь, мы его погасили? Где...	
72DD99A94A44DBFB297D2697E55410C2	The fire, did we snuff it out? Where’s…	Огонь, мы его погасили? Где...	
22798850406428969F676196B38FF708	The first two-legged beings did prosper under the first sun.	Первые двуногие существа процветали под первым солнцем.	
9D9767FB4FF007AABEC337A5B5686F7E	The flame burns still, and the fire has spread along the Walk.	Пламя всё ещё горит, и огонь распространился вдоль Тропы.	
06FA408C4A834C2BC15E3C9ABEAE5B27	The flame longs to be free. Caged, it cannot truly burn.	Пламя жаждет свободы. В клетке оно не может по-настоящему гореть.	
EBE4808D47CB62A8E62F109336FD3E3E	The furnace died, so we had nothing left…	Печь умерла, поэтому у нас ничего не осталось...	
0CD33AF04C09C1E2813F0CA0C903EF8F	The furnace is dead...!	Печь мертва...!	
169515394B6DBDAA9FA3359627747D75	The girl loved the fire. She stole all the town’s matches - lighting them like many little stars of her own. If only the village had seen the sorrow she was carrying, before it was too late…	Девочка любила огонь. Она украла все спички в городе — зажигая их как множество её собственных звёздочек. Если бы только деревня увидела печаль, которую она носила, прежде чем стало слишком поздно...	
060A69D9414F7E9F8137B3BEBEEA5180	The girl offered her burning match - her last star	Девочка предложила свою горящую спичку — свою последнюю звезду	
59EB77C541A23EED1E2C01ABE948774A	The girl with the matches hid under a blanket when they came for her. The fire took her home, but it was the bitter cold of loneliness that transformed her.	Девочка со спичками спряталась под одеялом, когда за ней пришли. Огонь забрал её дом, но именно пронизывающий холод одиночества преобразил её.	
B5EE00ED4C84BF4973666CB010305761	The heads betrayed us Bodies…	Головы предали нас, Тела...	
8C3240AF40BFB65A197C8D86D22A05D9	The heart is a bottomless pit;	Сердце — бездонная яма;	
5B4A30114824F84408D9578E5F91D665	The hills were looking stranger by the hour; the rocks upon them seemed to move.	Холмы выглядели всё страннее с каждым часом; камни на них, казалось, двигались.	
165355F54303374CFF8CB497A0162C9C	The house... It’s ruined.	Дом... Он разрушен.	
ED8E55B8467D108487481B8192D1A20C	The house... It’s ruined.	Дом... Он разрушен.	
D620EE8F4B7BE363EF61E78522B05DB6	The howls of the Molgrim have gone with the wind	Вопли Молгрима унесло ветром	
3D593A7F4EE6D6BC26FACA8F0702C892	The journey back home. (Listen to the story inside Housy.)	Путешествие домой. (Послушайте историю внутри Избушки.)	
FD52003045459FEBBB6515AF80B2144B	The key. I have to find the key!	Ключ. Я должна найти ключ!	
B774212648107FAFAFD1588AA44E470A	The last living Molgrim had been biding her time	Последний живой Молгрим выжидал своего часа	
C721806844CB5E6DAA588CA77E8F4FA5	The last one… perhaps the cowardly Head knows.	Последний... возможно, трусливая Голова знает.	
0BCAF4744EE5FB377D9E9A927E3CE28A	The light! The light!	Свет! Свет!	
C22A69B340B4DF8FF5E9048A2898B61C	The light, the light...	Свет, свет...	
758BC8C74573FB756087C4A26288EB57	The mad Groundskeeper wasn’t happy when the Craftsman decided to build his project on her porch. But she stuck around anyway, and fell in love with movies.	Безумная Смотрительница не была счастлива, когда Ремесленник решил построить свой замысел на её крыльце. Но она всё равно осталась и влюбилась в кино.	
44F848584139CE42D26829ABE6D17382	The marching of feet in boots…	Марш ног в сапогах…	
914056614DD17552F28EA58E93CA9DC7	The match, light it...!	Спичка, зажги её...!	
06E7DF1E4D04C94B7484A8B0CF203A28	The matches - follow the burnt matches!	Спички — следуйте за сгоревшими спичками!	
9469423B4B73840D940F8193434D66B7	The matches were plenty, and then they were few…	Спичек было много, а потом их стало мало...	
E79B32DA48B7845480BC4292F464CB6E	The miners needed the cat to get rid of the rats and	Шахтёрам нужна была кошка, чтобы избавиться от крыс	
9E30AB994E667B49C6FF3D98F707F8BC	The mocking night sky. (Listen to the story inside Housy.)	Насмешливое ночное небо. (Послушайте историю внутри Избушки.)	
F50A613845F0118AD7ADE28DC44B98AB	The moving pictures are not for you.	Движущиеся картинки не для тебя.	
5424FDB84D959FA6E2AB83ACF72B83B8	The mushrooms whisper of a new bird in town.	Грибы шепчут о новой птице в городе.	
C3D99F514427BCB1F7D83F96C57C1E29	The night that followed would be long	Ночь, что последовала, будет длинной	
E4823D7A49FB6FDE13E7A9A1B39CEE12	The night the Somebodies killed most of the Molgrims and plundered their lair.	Ночь, когда Тело-веки убили большинство Молгримов и разграбили их логово.	
E54FB0174A2D37FF581B32B3B9F18555	The old man feels it too...	Старик тоже это чувствует...	
024DE81D409EF3DE1D74ACBBC62B9F4B	The old man in Coalhaven	Старик в Углеграде	
A778FF4C4DC471C3BCE9D886543C932B	The old man is the one left…	Старик — тот, кто остался...	
DA7E51744BDB2CC2D76C0A90B83A86DF	The old man showed us the way - the way to their home...!	Старик показал нам путь — путь к их дому...!	
B6CD8E824E5D9E520AA86D9762169BDA	The oven...	Печь...	
C75953584AFA0562616D62A80B6F42C4	The past moves...	Прошлое движется...	
03D7D5E54EB51BA918E287949A6E6C63	The past moves...!	Прошлое движется...!	
935B1F2E478E8BDEC2C86AA320B176FB	The potter, stuck in the sinking clay in which he had dug so greedily,	Гончар, застрявший в оседающей глине, в которой он копался так жадно,	
09960F6647FA93B92E07979E8851ECD5	The projectors tell a story of failure...	Проекторы рассказывают историю неудачи...	
F766C8FC43856BB5F91FB8A0BEB1C4E1	The regrets of a Maker.	Сожаления Создателя.	
2BFAFEE440A510CD298533AB918748FF	The road always leads to Moon Mountain.	Дорога всегда ведёт к Лунной горе.	
023E9AED4E79E2EBE9A7D7AE4DC310CA	The road went on and the shadows grew all around her. Was this the Dark Itself?	Дорога продолжалась, и тени росли вокруг неё. Была ли это Сама Тьма?	
8F73DDB741D512CC3C7ADFAE3858F057	The road’s been long, hasn’t it?	Дорога была долгой, верно?	
3506B1DB453BA844B2EB30AECF8D75B0	The sarcophagi are molds, rebirthing the bodies of the Burnt Ones.	Саркофаги — это лекала, возрождающие тела Обожжённых.	
10B997E64ADB36D659B38E84CD6CCA62	The shame won’t keep us warm.	Стыд не согреет нас.	
8C50E925442375D3FE5EFAA1D0DA9F54	The shards of fire; they must be restored to the cave…	Осколки огня, они должны быть возвращены в пещеру...	
F09F106F432EBC6B087981ABAB2C1D98	The shards of that very fire must be returned to the Molgrim’s lair!	Осколки того самого огня должны быть возвращены в логово Молгрима!	
4AA0E91B49F026C57AE56D858EC0C8E4	The singing head hums the cursed tune of the Thief...	Поющая голова напевает проклятую мелодию Воровки...	
196C87814B34BB53BF4AF7BE720D1257	The smallest of things can grow to change everything.	Самые маленькие вещи могут вырасти, чтобы изменить нечто большее.	
487D536240B1AE78061D15ABF01C69F3	The song… all it needs is a little spark.	Песня... всё, что ей нужно — маленькая искра.	
0ECD1CA948CB895F586127BC355384DF	The sound, the sound is very near.	Звук, звук совсем близко.	
626B520041CB4BE1C36B10AA7A0444A6	The stars are always there, behind the clouds.	Звёзды всегда там, за облаками.	
4F9EA3A34E6E7BD075FBE89CDE0A5F48	The stars twinkled in the night sky, they were so many… and they kept her good company.	Звёзды мерцали в ночном небе, их было так много... и они составляли ей хорошую компанию.	
4C5C3AD64588BD0D761914BDAF86DFC6	The story goes of a nameless Maker	История рассказывает о безымянном Создателе	
4E42CFDF4D834A9121C9E6B76ED6601B	The story needs to be just right.	История должна быть в точности такой, как надо.	
A843FDEB43F5BFC3AED4C095F5CE1520	The taskmaster unknown, doom spelled on the flip side of a coin.	Надсмотрщик неизвестен, судьба начертана на обратной стороне монеты.	
96C2FE1C4ADCCF9C8AE3388AA60FD5F7	The thief's left arm	Левая рука воровки	
A615849143774A8740074B8B300FD133	The thief's right arm	Правая рука воровки	
D0AAC7954E2F5BF98AC71099D3FD8AF2	The thief's skull	Череп воровки	
79FB47B34BFF8AA742FFFD9CDF21EEC1	The thief...	Воровка...	
8EEED83A4024DD83B4AD84A1EB56E2C1	The thief...	Воровка...	
E2C2F9B5469DD036B87D23B800A8430B	The thief’s leg	Нога воровки	
AD736287442FC29E450917BB57ADD2B4	The things that we do to ourselves, to one another…	То, что мы делаем с собой, друг с другом...	
8DAEA5DD40C5ADC4C78F54AB06C01D08	The trail of burnt matches…	След сгоревших спичек...	
07610B2D4F863D5D0D913BA6741ECE32	The unusual morning. (Listen to the story inside Housy.)	Необычное утро. (Послушайте историю внутри Избушки.)	
13B05B894BCA4182359565BAE39BBF75	The valley was taken, but then began the Battle of the Bodies	Долина была захвачена, но затем началась Битва Тел	
F7B6C64A4BBB9BA6610604A1204CFA62	The wanderer asked the Craftsman	Странник спросил Ремесленника	
A669E4184E3092B31F246AA99867C6CE	The waters dried up, birds went quiet and	Воды высохли, птицы затихли, и	
BD6A9E5843C1A2CE53F193AD352047AF	The well thirsts for fire...	Колодец жаждет огня...	
A784D28344CDEC8AB2099BBC0CA1EC78	The wind blew cold in the cave, its whispers strangely soothing to the Murkle.	Ветер задувал холод в пещеру, его шёпот странным образом успокаивал Мёркл.	
A156038F41BC3DE9B8AD4FA0C468A91B	The.	Суть.	
AD9BEB4842FE3E889FFB4BB7EEDDCB69	TheSpark	TheSpark	
1536639140D0D7465FCA52934B87B1B8	Their eyes so big, their smiles so hungry...	Их глаза такие большие, их улыбки такие голодные...	
FA25C12143CC3AA50638BCA640FBA547	Their eyes so big, their smiles so hungry...	Их глаза такие большие, их улыбки такие голодные...	
6B9BC9BB41E9C98B3673759D4FEE10CB	Their faces wear masks but they do not know.	Их лица носят маски, но они не знают об этом.	
26FC589743A3F26B4CDC9985E4169229	Then one terrible night came the violent Somebodies.	Затем одной ужасной ночью пришли жестокие Тело-веки.	
BA066AEC4CC6ABD37AAF8790C357F16E	Then she began the journey back home, which seemed much shorter now than it had before.	Затем она начала путешествие домой, которое теперь казалось гораздо короче, чем раньше.	
2BBF36D54DC0BB60FDEF4AA3D1D069B9	Then the cat saw it - rooftops piercing the sky.	Тогда кошка увидела это — крыши, пронзающие небо.	
685428A64F000DAC5FBA1A8B331E0973	Then, when we had nothing left to hunt	Затем, когда нам стало не на кого охотиться	
86E2804C49E10B854913B3A2262F3BB8	There can be no tale without spark.	Не может быть истории без искры.	
57B3FDD44A0A8814FCE53FB9944817FD	There once was a freezing cat who was looking for shelter	Жила-была замерзающая кошка, которая искала укрытие,	
DC87D5BF44135FEEC1CA68AAA306533E	There was a monster in the woods with our door key dangling from its tail.	В лесу был монстр с нашим дверным ключом, болтающимся на его хвосте.	
DC7850554821850BBC328FB7F0924888	There was one star out that night and it glowed a cold red. 'Who took the sun away?'	"Той ночью была одна звезда, и она светилась холодным красным светом. ""Кто забрал солнце?"""	
F09B080048020B97EE39D3A8C89A8340	There's a blocker you can <cf>blink away here.	Здесь есть препятствие, которое ты можешь <cf>сморгнуть прочь.	
D1610D3247EFBF7449F265914563CD21	There's a lonesome house in Coalhaven, up on the hill.	В Углеграде есть одинокий дом, на холме.	
CD1E102549B1059FD64F8BAEB7C600CA	There's a new bird in town, and she is hungry.	В городе новая птица, и она голодна.	
684B17314AFF75489339FE9731087197	There's nothing here...	Здесь ничего нет...	
D184EF7B463CC10B9BD5D38B28834BF0	There's nothing here...	Здесь ничего нет...	
BC9A84DD4A4DE2464AEE1FBBB1EC07D5	There’re many bones out there y’know…	Там много костей, знаешь ли...	
13825E194223D0712962EB9B25402DB9	There’s a bone right there in the snow.	Вон кость прямо там, в снегу.	
61DB4CB445E56406E6BE9493030264E0	There’s a fella who watches over the Midnight Walk;	Есть один парень, который присматривает за Полуночной Тропой;	
D098D2614143D5F7C0B9A5A0F98C0442	There’s a special kind of dark pit reserved for those who talk in theaters.	Существует особый вид тёмной ямы, предназначенной для тех, то болтает в театре.	
0312124846143D9D356E14995EB3BBA7	These giants may be mistaken for Makers, but like any parents they are but beings, made from clay like everybody else.	Этих гигантов можно принять за Создателей, но, как и любые родители, они всего лишь существа, сделанные из глины, как и все остальные.	
8AD164A04B06DAFD34C2AF9AFF1C5137	They Are Beautiful	Они Прекрасны	
F5DF934C409E543EE4768AA9CF8219FC	They all long for their grave, by the Giant Furnace. Reuniting them could break the curse of Coalhaven.	Они все тоскуют по своей могиле, у Гигантской Печи. Их воссоединение может снять проклятие Углеграда.	
402A4846402E85DE13F04EBDDA028EE2	They are moving again!	Они снова двигаются!	
D39EDB5248F8D489ABD8358E2AA4DB12	They bodies... they are returning.	Их тела... они возвращаются.	
ED6740E146D88998493183AAD71A5C5C	They burned her, sure	Они сожгли её, точно	
5DCA9BD14FC1C0D3F25855881A62A58F	They burned it all away. And for what…?	Они всё сожгли дотла. И ради чего...?	
51CCBA364463A98749BCA39990F847D4	They can never be enough…	Им вечно быть неполноценными...	
8E93BEB440BEEF80A18D01B8B6F830D4	They eat fire	Они едят огонь	
1E318EF4498BEC97DFAAF1AB88A6C416	They eat you too	И тебя они сожрут	
61D2BF8A4B0C124B725426800470EEC1	They feed on you	Плоть твою сырую съесть	
841DE5594868A562C7FA06BA0B2E1538	They fought.	Они сражались.	
E385BC3549AEC68F4BEA959B7C7BBA8A	They hunted the Molgrims for sport	Они охотились на Молгримов ради развлечения	
2ACA800348825E81A6F2EEBE2B887CD2	They lie dormant and then they awake at an appropriate time,	Они лежат в спячке, а затем пробуждаются в подходящее время,	
02302D7C4808518AC86D578EF110DEF4	They locked the door, threw the key into the woods.	Они заперли дверь на ключ и вышвырнули его в лесную чащу.	
998DB8374D13B863DB5DB59495373EB9	They locked the door, threw the key into the woods.	Они заперли дверь на ключ и вышвырнули его в лесную чащу.	
A60C295149EBB3578C3E199F108A971F	They muttered at her as she passed them, but she couldn’t make out their words.	Они бормотали ей вслед, когда она проходила мимо, но она не могла разобрать их слова.	
9F2E0C444D7AE35F98ED8C861BB48FB8	They sense you... they feel you...	Они чувствуют тебя... они ощущают тебя...	
FBC107BF4C0D83397A4B69BFFE715255	They sniffed her lantern hungrily, and instinctively she offered its flame to them…	Они жадно обнюхивали её фонарь, и инстинктивно она предложила им его пламя...	
66C2139943900DC4C70A54851FCA5280	They sought to cage the sun, harness its power and make it theirs.	Они стремились заключить солнце в клетку, обуздать его силу и сделать своим.	
5B740A904B7E7C309F6C8D9E064B1CF8	They tell us that her nest lies beyond the cold, cold moon	Они говорят нам, что её гнездо лежит за холодной, прехолодной луной	
9925D9F54628DBF18E6159B6649A5E99	They took it.	Они забрали её.	
0041B9B5460DD820BC482CB92B995B76	They used fire... for war!	Они использовали огонь... для войны!	
816090354AB9321EE9732D9DBB2BE128	They want our stories...	Они хотят наши истории...	
E6F11947475D6793F41EA8B3F55C5B29	They were the Head people, a peaceful yet grumpy sort who didn’t take kindly to Somebodies perusing their lands.	Они были Головастыми людьми, мирным, но ворчливым народом, который плохо воспринимал Тело-веков, бродящих по их землям.	
11209C47478F35BE822A149FE6F6D366	They're so...	Они такие...	
24ED6ABF485529A7C727D986997452AC	They’re all we have left once the Dark	Они — всё, что у нас осталось, когда Тьма	
CFBF93494C59BA0D21564AB63AE64623	They’re coming here. All of them!	Они идут сюда. Все они!	
F26FE4AA4B07F8E71FF8AB9305B91126	Thief...	Воровка...	
998B8A45447D29B57CF1B4999AB8C564	Things are already changing.	Всё уже меняется.	
764467A542082675B31EC28FFE0D2F38	Things don’t have to make sense…	Вещи не обязательно должны иметь смысл...	
B4E362CD4C6D93E28E9D8594A120DB6C	Things kind of spiraled... Road took me	Всё как-то закрутилось... Дорога привела меня	
293882A248232CF26736AEB7E241D862	Thinking this was some cruel spirit come to mock her grief	Думая, что это какой-то бессердечный дух пришёл насмехаться над её горем	
F5EC6DB74B36081C99F8AEAE025E1E4C	This Shellphone remembers the grim history of Nobodyville.	Эта ракушка-звуконосец помнит мрачную историю Бестеловилля.	
103C7B5D40E44B1F188E1AAD1451A8A2	This Song Catcher keeps the lullaby of the thief. This is what the old man is looking for.	Этот Ловец песен хранит колыбельную воровки. Именно его ищет старик.	
A630CAD5447E2B25A91BC6A5C9D41593	This broken body’s goin’ nowhere. (Grunts) But yours is.	Это искалеченное тело никуда не денется. (Ворчит) Чего нельзя сказать о твоём.	
B6AB6A3C46D8A8E1EFD30485E1109D56	This did not matter to her. For now, she was	Это не имело для неё значения. Сейчас она была	
0FF7A7CF46E85BE3D76D51AAFAF85433	This game as an autosave feature.<cf>Do not close the game while the above icon is displayed	В этой игре есть функция автосохранения.<cf>Не закрывайте игру, пока отображается значок выше	
A409F7C84C3766395F2C8399C541AB2C	This is Housy, your wandering home...	Это Избушка, ваш странствующий дом...	
AD6FAD884E3DC2B46097A18D360A9228	This is Nobodyville! Not...	Это Бестеловилль! Не...	
A7CBC2794876FB7EF8F75EAEDCA8B5DB	This is already the end, your Potboy the last ember of the Worktable that was...	Это уже конец, твой Горшочек — последний неугасший Верстака, который когда-либо был...	
67C2D6D2405363BDEE58788CD8670E71	This isn’t my body…	Это не моё тело...	
E68FDDB54E0E0024631A6E86730C8120	This isn’t my body…	Это не моё тело...	
0458A93447C61B4770EC0DA896E833E6	This just in:	Только что поступило:	
4ECE364E4F3AD8BD21ECF29DF2C2BF56	This key will open the town gates.	Этот ключ откроет городские ворота.	
C023C2D54769B942E32954929FA58A09	This little flame is your home, Burnt One.	Это маленькое пламя — твой дом, Обожжённый.	
B049BAEE4D0A778EAD4EDE80A1DD8C05	This night Potboy needs you, and Moon Mountain beckons,	Этой ночью Горшочек нуждается в тебе, и Лунная гора взывает,	
3B9E60CE4A41BB39A05285A8F3091EB8	This stick, I can't...	Эта палка, я не могу...	
7ADC9B4D49DBB151E56FF094DD912A75	This story is a lie.	Эта история — ложь.	
34010FC94CD5ECCFAE00FBB40578C378	This story needs to be savoured.	Эту историю нужно смаковать.	
65CF0E174C41C752EB14088167E040DB	This... this is very upsetting! So...	Это... это очень расстраивает! Так...	
94E0CE3348CB158AC5912BA33922D4E6	Thomas Buck	Thomas Buck	
A91B9AA2459C2B495591238BBD7836D5	Thomas Oh	Thomas Oh	
417175A2489BCDDEDC37F482D0C3428B	Thor the snoring office dog	Храпящий офисный пёс Тор	
3DEEC9B547F5840BF00020A164F32FBF	Those sweet sweet tunes, like falling leaves of the trees that were.	Те сладкие-пресладкие мелодии, словно опадающие листья деревьев, которые были когда-то.	
71541A044FE65D51B0E91699A434ABD7	Three blind explorers discovered a sleeping beast.	Три слепых исследователя обнаружили спящее чудовище.	
F8F3913A4EA2CA683A73538876A68D3D	Three hidden Cauldron shards	Три спрятанных осколка Котла	
66179B0C44D6915621BED1BC9A38C37B	Three shards were stolen from the Molgrim’s cauldron, and scattered across the swamps. Repairing the cauldron could bring her peace.	Три осколка были украдены из котла Молгрима и разбросаны по всему болоту. Восстановление котла могло бы принести ей покой.	
D7E9301F43F25F62586D9B83950A25BE	Through the rain, in the Dark, and over Moon Mountain...	Сквозь дождь, во Тьме, и через Лунную гору...	
1492726743B21F2A9AF86792BF87AA4A	Throw	Бросить	
6606EDB94900A6372A48CF85843FDA4C	Throw	Бросить	
98DF23924E76F355905E75A9BBA6FF77	Throw	Бросить	
7C7C61CB4CBF14C18FDB0D8527D92537	Throw me a frickin’ bone, huh?	Подкинь мне хоть какую-нибудь кость, а?	
F9FE506C4DDBC0CE2F361294A9772804	Thus, the Grinners escaped and seeped into the world	Так Оскальники сбежали и просочились в мир	
CD8247CD4CD76F01896698BBD70B0A17	Tim Sivefäldt	Tim Sivefäldt	
95837BE2421EF10788563FB04B126F15	Time to listen.	Время слушать.	
946AE5A34B7338E4B9F77D8C355A2E91	Tine Nygård Bentsen	Tine Nygård Bentsen в роли	
84EE559E44DEE821FF928DB223B1104E	Tired from running, she searched for shelter and found a dark dank cave. Cozy even - by Murkle standards.	Уставшая от бега, она искала укрытие и нашла тёмную сырую пещеру. Достаточно уютную — по меркам Мёркл.	
05A0122A4677F5E5C1FD9F9C5E0EF138	To Coalhaven, she brought strife and grief... for which I am grateful	В Углеград она принесла раздор и горе... за что я благодарен	
70AE875C44E32034DBE6948F8EBC8098	To feel at home wherever you walk.	Чувствовать себя как дома, куда бы ты ни пошёл.	
DC80938F4076C378C3B8BDA361F81B6B	To save themselves from themselves, the cunning Heads turned on their bodies	Чтобы спасти себя от самих себя, хитроумные Головы обратились против своих тел	
8B4BA345443204818E6B099AC8A4128A	To the Dark with you!	В Темноту вместе с тобой!	
F73C1E80476083B4AC346D962B8A1DA5	To which the dark itself replied: 'You don’t have to do anything.'	"На что Сама Тьма ответила: ""Тебе не нужно ничего делать"""	
DA93D3E9467B5D51132B42A8B677E11B	Too busy building his crooked fences and watchtowers	Слишком занят постройкой своих кривых заборов и сторожевых башен	
1B4EE06E461CBB68595FFA93AA10068B	Touched by the Dark Itself. Your friend needs it back.	Тронуто Самой Тьмой. Нужно вернуть это твоему другу.	
4E96852149FE6B76F320179FEB46E86B	Translation Test Team	Команда по Тестированию Переводов	
EFCC7F6345E6D16512CBF996093DD15A	True fire...	Истинный огонь...	
283C0C684D9F372D1714D49273CB69EA	Try a different order!	Попробуй другой порядок!	
A0F4DCE6483722613F71F1B70EB271C3	Tröstetankar i Juletid	Tröstetankar i Juletid (Утешительные мысли на Рождество)	
1F10D00646F90DE7D6C5099DD51906FA	Ty Konzak as	Ty Konzak в ролях	
799C30F5404C07A9751FA29DD76AD626	UI Artist	Художник Пользовательского Интерфейса	
3D6E51964B4D511AB934B393BCA3DBE7	Ugh! Look at those two arms swingin’ around. Disgusting!	Угх! Посмотрите на эти две болтающиеся руки. Отвратительно!	
4E145F964D5C0E7F9BFEE9BA9F9A442E	Uh... Well, if you’re not gonna gobble me up	Э... Ну, если ты не собираешься меня сожрать	
338B32E3449F750F8B2168B44D59F515	Uhm, if you’ve nothing better to do, that is…	Эм, если тебе нечем больше заняться, конечно...	
5E9E4EE0498F974661C57590625B3A08	Uhm, if you’ve nothing better to do, that is…	Эм, если тебе нечем больше заняться, конечно...	
4D4439704D898907C814529628929291	UnHolster	UnHolster	
1A0075CB40290CA736D7418AFB1E944E	Continue	Продолжить	
0AA8BB6A47E5823A494107855BC264DE	Unequip object	Убрать предмет	
5B6FB03B44E0A10BCF2033B0528CBE1D	Unless your fire can prove itself useful	Если только твой огонь не докажет свою полезность	
7C728B4B4DE6682BE6D9A9B4ECF6A284	Unlock the door…	Отопри дверь...	
4397159D4A1ED6CF0232DFB524FE72E4	Up	Вверх	
4C7C48A34B6D05CE972B3AB6507EBAAB	Use	Использовать	
AEAFA7654902F688AB8F18ABBEB615D7	Use the Matchlock to light candles out of reach.	Используйте Огниво, чтобы зажечь недосягаемые свечи.	
15275A4C4BA2DE4BD1155FA7A7598F66	Usually, the Murkle had been fond of fall and the refreshing cool of winter,	Обычно Мёркл любила осень и освежающую прохладу зимы,	
E9204FEB44172E50E7C2BEA44DA5640D	VFX Artist Intern	Художник-Стажёр VFX	
5F084E2745B7F5A4A2723FBD48F80DBD	VFX Artists	Художники VFX	
056E708F437D2858704C7CB300523941	VRMonkey	VRMonkey	
13DD7EB247E5343EAF1B56B6535C433C	Victor Becker	Victor Becker	
407F20EC40E29EE36D0F6B82A28CD021	Victor Becker	Victor Becker	
D801756C45FEED86B54657B6C59A5DC9	Victor Becker	Victor Becker	
627089E84C84F0014D22709EAB0D33AE	Viktor Thuregård - Tuba & Double bass	Viktor Thuregård - Туба & Контрабас	
AE36D60B4C6CBD79D5040A828AC8802B	Vinyl Collection	Коллекция виниловых пластинок	
5F92676346CD84F9EF49E5ADF00330BA	Visit Housy	Посетить Избушку	
180EFB8C42203F74A84879814229603D	Voice Actors	Актёры Озвучивания	
D824A9B445CEE584F5713BBF513ACED8	Wait for calibration	Ожидайте калибровки	
2434AB034FEF3C1CF7C9EF956EB47A15	Waiting for headset	Ожидание гарнитуры	
4B21902748FF882ABFE547ACCC2E413B	Walk now, spread your Fire.	Иди же, распространяй свой Огонь.	
88BD9AF449A45CBC951157A57AF6647C	Walk the Midnight Walk...	Пройди Полуночную Тропу...	
378BC151417D67EB4C797FB8380A98DD	Walk the Walk.	Пройди Тропу.	
EE6979964E16485F1EAC2EBA876C83C8	Walk the Walk...	Пройди Тропу...	
C42093C74142B395ACE4B68FCD464217	Walk the streets. Listen!	Пройдись по улицам. Прислушайся!	
A09E24D949FFA65DFF220E83E2E5C02F	Walk, walk, walk...	Шагай, шагай, шагай...	
26E4E32F4E588DB367AF1A85B81B32C9	Wang Yixiao	Wang Yixiao	
C41012E646529672469719BB2DF2CD98	Wang Zihan	Wang Zihan	
F602142747C53C815741BABE872C2EEF	Warning Box	Окно предупреждения	
A4F98DBF460A749873A8DBBFDCC9FE97	Watch out!	Берегись!	
88DF70F64AB576555C9DC4B697D71516	We Molgrims have a special relationship with fire.	Мы, Молгримы, имеем особые отношения с огнём.	
207CD69B4C08051268BDE9865475E84A	We Murkles used to ask until it finally ceased to matter.	Мы, Мёрклы, спрашивали, пока это окончательно не перестало иметь значение.	
8EBA4DE94EB02828BBBE24B7A1DEC934	We Murkles used to ask until it finally ceased to matter.	Мы, Мёрклы, спрашивали, пока это окончательно не перестало иметь значение.	
D10154654482EC7664DB03BEA0C97C8B	We Nobodies haven't been graced by	Мы, Бестельники, не были удостоены	
70E63CC245EB4AD6305AB38FC3C1668E	We Ragdolls observe, we record, and we mimic.	Мы, Тряпичные Люди, наблюдаем, записываем и подражаем.	
B0C866444D918C1C311283B6648B85EF	We are the caretakers of this world, and woe be	Мы хранители этого мира, и горе тем,	
E771D9F84970506C2F6D3696E3A07209	We can finally talk, after everything. So...	Мы наконец можем поговорить, после всего. Так что...	
13AB24CB4D85F0551D3E44B863652353	We discovered something deep in the woods...	Мы обнаружили нечто глубоко в лесах...	
4609B05A4801C719840BC0ACB05D29F2	We discovered something deep in the woods...	Мы обнаружили нечто глубоко в лесах...	
D60981E146BA6A20A82A9B980B34E2D1	We do not cook over it,	Мы не готовим на нём,	
744AF2EA4CFFA08BC2CAAFB2E2E8441B	We don’t go there no more.	Мы больше туда не ходим.	
6E4BBFEC4A8E5729D53872944DDDBC83	We got carried away.	Мы увлеклись.	
770BC4CD4F0AFF9BE33E63BB70B56A9F	We hunted the Molgrims, took their fire…	Мы охотились на Молгримов, забрали их огонь...	
198900654D41B7A131B827BF8E900CDF	We invented these Shellphones, so we could try to talk to it...	Мы создали эти Ракушки-Звуконосцы, чтобы попытаться поговорить с ней...	
444AA46948F1CA90BED7809C6B8E9966	We invented these Shellphones, so we could try to talk to it...	Мы создали эти Ракушки-Звуконосцы, чтобы попытаться поговорить с ней...	
829A7A8148B8CC2512FA0E89A22AC56E	We killed the thief…	Мы убили воровку...	
37614AD342EFBDCA351286AC2041C31C	We must convene on this matter	Мы должны собраться по этому вопросу	
64545DCC48082FB4AD08CBAB212506A8	We put on our masks, we perform,	Мы надеваем наши маски, мы исполняем,	
99C54E9348B21FA4386C75855B3047F1	We remember fire...	Мы помним огонь...	
E27AEE944933C92C41BE4998D7B5FFFA	We took the shards from her lair, we named them cursed	Мы забрали осколки из её логова, нарекли их проклятыми	
1EDC0D97453C9551EEE8888CE914D01F	We tried to slap a name on it,	Мы стремились придумать ей имя,	
DC0889FE4E9A233EE03831AA3963DFA3	We tried to slap a name on it,	Мы стремились придумать ей имя,	
3DAF1D124855BCB7F4A680B17368EBC9	We want to dance...	Мы хотим танцевать...	
37C709814CE4480D293DB99778FDCEB6	We want to dance...!	Мы хотим танцевать...!	
58EDD3C748E73DD9626A3CB83B33BBB8	We were best pals! And we shared all our secrets with each other.	Мы были лучшими друзьями! И делились друг с другом всеми нашими секретами.	
